YEAR,AGG_LEVEL,CAMPUS,REGION,DISTRICT NAME AND NUMBER,CHARTER_STATUS,CAMPNAME AND NUMBER,SECTION,HEADING,HEADNAME,YR23
2022-2023,CAMPUS SUMMARY,110902106,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND ACADEMIC BEGINNINGS CENTER 110902106,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,380
2022-2023,CAMPUS SUMMARY,110902001,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND H S 110902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,793
2022-2023,CAMPUS SUMMARY,110902001,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND H S 110902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,145
2022-2023,CAMPUS SUMMARY,110902001,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND H S 110902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,254
2022-2023,CAMPUS SUMMARY,110902042,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND INT 110902042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,417
2022-2023,CAMPUS SUMMARY,110902042,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND INT 110902042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,54
2022-2023,CAMPUS SUMMARY,110902042,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND INT 110902042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,100
2022-2023,CAMPUS SUMMARY,110902041,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND MIDDLE 110902041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,652
2022-2023,CAMPUS SUMMARY,110902041,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND MIDDLE 110902041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,145
2022-2023,CAMPUS SUMMARY,110902041,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,LEVELLAND MIDDLE 110902041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,349
2022-2023,CAMPUS SUMMARY,110902105,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,SOUTH EL 110902105,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,297
2022-2023,CAMPUS SUMMARY,110902105,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,SOUTH EL 110902105,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,110902105,17,LEVELLAND ISD 110902,TRADITIONAL ISD/CSD,SOUTH EL 110902105,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,201904101,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL EL 201904101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,116
2022-2023,CAMPUS SUMMARY,201904101,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL EL 201904101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,201904101,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL EL 201904101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,201904001,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL H S 201904001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,76
2022-2023,CAMPUS SUMMARY,201904001,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL H S 201904001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,19
2022-2023,CAMPUS SUMMARY,201904001,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL H S 201904001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,201904041,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL J H 201904041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,52
2022-2023,CAMPUS SUMMARY,201904041,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL J H 201904041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,201904041,7,LEVERETTS CHAPEL ISD 201904,TRADITIONAL ISD/CSD,LEVERETTS CHAPEL J H 201904041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,36
2022-2023,CAMPUS SUMMARY,61902047,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ARBOR CREEK MIDDLE 061902047,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,928
2022-2023,CAMPUS SUMMARY,61902047,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ARBOR CREEK MIDDLE 061902047,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,165
2022-2023,CAMPUS SUMMARY,61902047,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ARBOR CREEK MIDDLE 061902047,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,351
2022-2023,CAMPUS SUMMARY,61902115,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,B B OWEN EL 061902115,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,297
2022-2023,CAMPUS SUMMARY,61902115,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,B B OWEN EL 061902115,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,24
2022-2023,CAMPUS SUMMARY,61902115,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,B B OWEN EL 061902115,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,52
2022-2023,CAMPUS SUMMARY,61902133,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,BLUEBONNET EL 061902133,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,674
2022-2023,CAMPUS SUMMARY,61902133,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,BLUEBONNET EL 061902133,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902133,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,BLUEBONNET EL 061902133,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902049,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,BRIARHILL MIDDLE 061902049,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,815
2022-2023,CAMPUS SUMMARY,61902049,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,BRIARHILL MIDDLE 061902049,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,73
2022-2023,CAMPUS SUMMARY,61902049,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,BRIARHILL MIDDLE 061902049,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,131
2022-2023,CAMPUS SUMMARY,61902107,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CAMEY EL 061902107,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,549
2022-2023,CAMPUS SUMMARY,61902107,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CAMEY EL 061902107,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,18
2022-2023,CAMPUS SUMMARY,61902107,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CAMEY EL 061902107,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,78
2022-2023,CAMPUS SUMMARY,61902136,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CASTLE HILLS EL 061902136,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,712
2022-2023,CAMPUS SUMMARY,61902136,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CASTLE HILLS EL 061902136,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,20
2022-2023,CAMPUS SUMMARY,61902136,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CASTLE HILLS EL 061902136,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,41
2022-2023,CAMPUS SUMMARY,61902101,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CENTRAL EL 061902101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,586
2022-2023,CAMPUS SUMMARY,61902101,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CENTRAL EL 061902101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,45
2022-2023,CAMPUS SUMMARY,61902101,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CENTRAL EL 061902101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,155
2022-2023,CAMPUS SUMMARY,61902140,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,COYOTE RIDGE EL 061902140,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,587
2022-2023,CAMPUS SUMMARY,61902140,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,COYOTE RIDGE EL 061902140,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,27
2022-2023,CAMPUS SUMMARY,61902140,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,COYOTE RIDGE EL 061902140,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,75
2022-2023,CAMPUS SUMMARY,61902116,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CREEKSIDE EL 061902116,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,475
2022-2023,CAMPUS SUMMARY,61902116,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CREEKSIDE EL 061902116,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,38
2022-2023,CAMPUS SUMMARY,61902116,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,CREEKSIDE EL 061902116,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,54
2022-2023,CAMPUS SUMMARY,61902106,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DEGAN EL 061902106,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,495
2022-2023,CAMPUS SUMMARY,61902106,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DEGAN EL 061902106,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,52
2022-2023,CAMPUS SUMMARY,61902106,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DEGAN EL 061902106,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,170
2022-2023,CAMPUS SUMMARY,61902050,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DELAY MIDDLE 061902050,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,753
2022-2023,CAMPUS SUMMARY,61902050,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DELAY MIDDLE 061902050,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,161
2022-2023,CAMPUS SUMMARY,61902050,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DELAY MIDDLE 061902050,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,447
2022-2023,CAMPUS SUMMARY,61902007,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DENTON CO J J A E P 061902007,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902007,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,DENTON CO J J A E P 061902007,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902119,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ETHRIDGE EL 061902119,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,400
2022-2023,CAMPUS SUMMARY,61902119,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ETHRIDGE EL 061902119,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,31
2022-2023,CAMPUS SUMMARY,61902119,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ETHRIDGE EL 061902119,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,69
2022-2023,CAMPUS SUMMARY,61902112,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FLOWER MOUND EL 061902112,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,622
2022-2023,CAMPUS SUMMARY,61902112,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FLOWER MOUND EL 061902112,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902112,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FLOWER MOUND EL 061902112,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902010,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FLOWER MOUND H S 061902010,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,3574
2022-2023,CAMPUS SUMMARY,61902010,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FLOWER MOUND H S 061902010,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,149
2022-2023,CAMPUS SUMMARY,61902010,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FLOWER MOUND H S 061902010,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,255
2022-2023,CAMPUS SUMMARY,61902128,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FOREST VISTA EL 061902128,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,623
2022-2023,CAMPUS SUMMARY,61902128,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FOREST VISTA EL 061902128,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902128,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,FOREST VISTA EL 061902128,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,13
2022-2023,CAMPUS SUMMARY,61902120,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,GARDEN RIDGE EL 061902120,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,396
2022-2023,CAMPUS SUMMARY,61902120,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,GARDEN RIDGE EL 061902120,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,13
2022-2023,CAMPUS SUMMARY,61902120,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,GARDEN RIDGE EL 061902120,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,18
2022-2023,CAMPUS SUMMARY,61902044,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,GRIFFIN MIDDLE 061902044,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,790
2022-2023,CAMPUS SUMMARY,61902044,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,GRIFFIN MIDDLE 061902044,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,199
2022-2023,CAMPUS SUMMARY,61902044,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,GRIFFIN MIDDLE 061902044,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,568
2022-2023,CAMPUS SUMMARY,61902008,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HEBRON H S 061902008,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,3780
2022-2023,CAMPUS SUMMARY,61902008,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HEBRON H S 061902008,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,411
2022-2023,CAMPUS SUMMARY,61902008,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HEBRON H S 061902008,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,1007
2022-2023,CAMPUS SUMMARY,61902118,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HEBRON VALLEY EL 061902118,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,450
2022-2023,CAMPUS SUMMARY,61902118,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HEBRON VALLEY EL 061902118,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,13
2022-2023,CAMPUS SUMMARY,61902118,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HEBRON VALLEY EL 061902118,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,19
2022-2023,CAMPUS SUMMARY,61902122,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HERITAGE EL 061902122,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,523
2022-2023,CAMPUS SUMMARY,61902122,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HERITAGE EL 061902122,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902122,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HERITAGE EL 061902122,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902110,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HIGHLAND VILLAGE EL 061902110,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,379
2022-2023,CAMPUS SUMMARY,61902110,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HIGHLAND VILLAGE EL 061902110,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902110,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HIGHLAND VILLAGE EL 061902110,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902132,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HOMESTEAD EL 061902132,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,487
2022-2023,CAMPUS SUMMARY,61902132,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HOMESTEAD EL 061902132,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,10
2022-2023,CAMPUS SUMMARY,61902132,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HOMESTEAD EL 061902132,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,14
2022-2023,CAMPUS SUMMARY,61902052,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HUFFINES MIDDLE 061902052,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,723
2022-2023,CAMPUS SUMMARY,61902052,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HUFFINES MIDDLE 061902052,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,118
2022-2023,CAMPUS SUMMARY,61902052,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,HUFFINES MIDDLE 061902052,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,316
2022-2023,CAMPUS SUMMARY,61902142,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,INDEPENDENCE EL 061902142,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,855
2022-2023,CAMPUS SUMMARY,61902142,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,INDEPENDENCE EL 061902142,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,72
2022-2023,CAMPUS SUMMARY,61902142,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,INDEPENDENCE EL 061902142,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,147
2022-2023,CAMPUS SUMMARY,61902113,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,INDIAN CREEK EL 061902113,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,603
2022-2023,CAMPUS SUMMARY,61902113,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,INDIAN CREEK EL 061902113,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,34
2022-2023,CAMPUS SUMMARY,61902113,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,INDIAN CREEK EL 061902113,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,59
2022-2023,CAMPUS SUMMARY,61902059,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,KILLIAN MIDDLE 061902059,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1042
2022-2023,CAMPUS SUMMARY,61902059,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,KILLIAN MIDDLE 061902059,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,149
2022-2023,CAMPUS SUMMARY,61902059,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,KILLIAN MIDDLE 061902059,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,319
2022-2023,CAMPUS SUMMARY,61902104,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAKELAND EL 061902104,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,679
2022-2023,CAMPUS SUMMARY,61902104,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAKELAND EL 061902104,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,38
2022-2023,CAMPUS SUMMARY,61902104,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAKELAND EL 061902104,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,60
2022-2023,CAMPUS SUMMARY,61902046,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAKEVIEW MIDDLE 061902046,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,470
2022-2023,CAMPUS SUMMARY,61902046,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAKEVIEW MIDDLE 061902046,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,110
2022-2023,CAMPUS SUMMARY,61902046,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAKEVIEW MIDDLE 061902046,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,262
2022-2023,CAMPUS SUMMARY,61902045,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAMAR MIDDLE 061902045,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,775
2022-2023,CAMPUS SUMMARY,61902045,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAMAR MIDDLE 061902045,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,49
2022-2023,CAMPUS SUMMARY,61902045,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LAMAR MIDDLE 061902045,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,87
2022-2023,CAMPUS SUMMARY,61902005,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEARNING CTR 061902005,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,397
2022-2023,CAMPUS SUMMARY,61902005,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEARNING CTR 061902005,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,156
2022-2023,CAMPUS SUMMARY,61902005,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEARNING CTR 061902005,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,360
2022-2023,CAMPUS SUMMARY,61902143,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEWISVILLE EL 061902143,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,569
2022-2023,CAMPUS SUMMARY,61902143,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEWISVILLE EL 061902143,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,69
2022-2023,CAMPUS SUMMARY,61902143,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEWISVILLE EL 061902143,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,171
2022-2023,CAMPUS SUMMARY,61902001,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEWISVILLE H S 061902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,4546
2022-2023,CAMPUS SUMMARY,61902001,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEWISVILLE H S 061902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,776
2022-2023,CAMPUS SUMMARY,61902001,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LEWISVILLE H S 061902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,1669
2022-2023,CAMPUS SUMMARY,61902135,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LIBERTY EL 061902135,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,621
2022-2023,CAMPUS SUMMARY,61902135,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LIBERTY EL 061902135,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902135,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LIBERTY EL 061902135,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902141,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LILLIE J JACKSON EARLY CHILDHOOD CENTER 061902141,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,549
